'Description','Type / Format','Last Updated','File Name','Comments','Length','Values','Dataset Name','Dataset Description','Example','Name',
'adjusted current YTD totals','NUMBER','2013-05-07 00:53:51','ADJ_CURR_YTD_TOTAL_16298','NULL','22','NULL','BU25T1_REVENUE_AMTS','revenue collections provided by Dept of Finance revenue collections. Child table of bu25t1_revenue_appr','NULL','ADJ_CURR_YTD_TOTAL',
'adjusted current YTD amounts','VARCHAR2','2013-05-07 00:53:51','ADJ_CURR_YTD_TOTAL_16324','NULL','100','NULL','BU25T1_REVENUE_HOLD','Monthly revenue collection data provided to OBM from Dept of Finance Revenue Section','NULL','ADJ_CURR_YTD_TOTAL',
'adjusted current YTD totals','NUMBER','2013-05-07 00:53:51','ADJ_CURR_YTD_TOTAL_16370','NULL','22','NULL','BU25T1_RPROGRAM_ITEMS','Revenue collection from Dept of Finance - Revenue section. Itemized data.','NULL','ADJ_CURR_YTD_TOTAL',
'adjust previous YTD totals','NUMBER','2013-05-07 00:53:51','ADJ_PREV_YTD_TOTAL_16299','NULL','22','NULL','BU25T1_REVENUE_AMTS','revenue collections provided by Dept of Finance revenue collections. Child table of bu25t1_revenue_appr','NULL','ADJ_PREV_YTD_TOTAL',
'adjusted prior YTD amounts','VARCHAR2','2013-05-07 00:53:51','ADJ_PREV_YTD_TOTAL_16325','NULL','100','NULL','BU25T1_REVENUE_HOLD','Monthly revenue collection data provided to OBM from Dept of Finance Revenue Section','NULL','ADJ_PREV_YTD_TOTAL',
'adjust previous YTD totals','NUMBER','2013-05-07 00:53:51','ADJ_PREV_YTD_TOTAL_16371','NULL','22','NULL','BU25T1_RPROGRAM_ITEMS','Revenue collection from Dept of Finance - Revenue section. Itemized data.','NULL','ADJ_PREV_YTD_TOTAL',
'NULL','NUMBER','2013-05-07 00:54:45','AD_ESTIMATE_HIGH_17571','NULL','22','NULL','BU50T1_CDOT_CONTRACTS','stores general CDOT contact information','NULL','AD_ESTIMATE_HIGH',
'NULL','NUMBER','2013-05-07 00:54:45','AD_ESTIMATE_LOW_17570','NULL','22','NULL','BU50T1_CDOT_CONTRACTS','stores general CDOT contact information','NULL','AD_ESTIMATE_LOW',
'Name of the agency','VARCHAR2','2013-05-07 00:54:18','AGENCY_17084','NULL','100','NULL','DHS_SERVICE_LINKAGE','Additional agencies that applicant refers clients to.','NULL','AGENCY',
'Unique row ID for agencies table','Number','2013-05-07 01:04:34','AgencyID_20296','NULL','10','NOT NULL','Audits','Contains basic audit  information','1','AgencyID',
'Delegate/Agency Name','Text','2013-05-07 01:03:19','AgencyName_20196','NULL','255','NOT NULL','tblFSSDelegateContacts','Delegate Records.','NULL','AgencyName',
'identifer for the procurement agent','NUMBER','2013-05-07 00:54:46','AGENT_CODE_17783','NULL','22','NULL','BU50T1_DT_CONTRACTS','stores contract information entered by the procurement department.','NULL','AGENT_CODE',
'Does air conditioning need repair or replacement','VARCHAR2','2013-05-07 00:54:17','AIR_CONDITIONING_16880','NULL','25','NULL','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','AIR_CONDITIONING',
'Name of the alderman','VARCHAR2','2013-05-07 00:54:19','ALDERMAN_17370','NULL','60','NULL','WARD_OFFICE','List of aldermanic ward offices','NULL','ALDERMAN',
'not used','VARCHAR2','2013-05-07 00:54:47','ALDERMANIC_MENU_18208','NULL','1',''N'','BU50T1_PROJECTS','Table contains the header information for all CPM projects.','NULL','ALDERMANIC_MENU',
'Aldermanic menu subprogam','VARCHAR2','2013-05-07 00:54:49','ALDERMANIC_MENU_18736','NULL','1','NULL','BU50T1_SUB_PROGRAMS','Contains all program/sub-program combinations.','NULL','ALDERMANIC_MENU',
'NULL','NUMBER','2013-05-07 00:54:44','ALDERMANIC_MENU_YEAR_17448','NULL','22','NULL','BU50T1_ADDRESSES_TEMP','Address information stored as part of batch geocoding.','NULL','ALDERMANIC_MENU_YEAR',
'NULL','NUMBER','2013-05-07 00:54:47','ALDERMANIC_MENU_YEAR_18083','NULL','22','NULL','BU50T1_MENU_ADDR_WORK_TYPES_JN','This table contains all the records (menu address_work_types) that we load into cpm from the menu spreadsheets that BOE and CDOT send to us.  Note that the addresses_temp table only contains the data from the current spreadsheet.','NULL','ALDERMANIC_MENU_YEAR',
'not used','VARCHAR2','2013-05-07 00:54:47','ALDERMANIC_MENU_YEAR_18209','NULL','4','NULL','BU50T1_PROJECTS','Table contains the header information for all CPM projects.','NULL','ALDERMANIC_MENU_YEAR',
'NULL','VARCHAR2','2013-05-07 00:54:49','ALDERMANIC_MENU_YEAR_18737','NULL','4','NULL','BU50T1_SUB_PROGRAMS','Contains all program/sub-program combinations.','NULL','ALDERMANIC_MENU_YEAR',
'Will the question allow an n/a response - yes or no','VARCHAR2','2013-09-27 09:19:45','ALLOWNA_20585','NULL','1','NULL','QUESTION','Details of the ethics questions to appear on the form','NULL','ALLOWNA',
'alternate title code','VARCHAR2','2013-05-07 00:53:50','ALT_TITLE_16097','NULL','4','NULL','BU25T1_INPROCESS','Position table used in producing Budget Book','NULL','ALT_TITLE',
'A - account','VARCHAR2','2013-05-07 00:53:47','AMND_TYPE_15156','NULL','1','A=Account','BU25T1_AMENDMENTS','Amendments during Council cycle are entered here.','NULL','AMND_TYPE',
'NULL','VARCHAR2','2013-05-07 00:53:47','AMND_TYPE_15283','NULL','1','NULL','BU25T1_AMEND_HISTORY','Current budget year amendment history is stored here if we ever went past 3 rounds. See bu25t1_amendments for column descriptions.','NULL','AMND_TYPE',
'prior year amount','NUMBER','2013-05-07 00:53:49','AMOUNT_15896','NULL','22','NULL','BU25T1_EST_REVENUE_PRIOR','Used for creation of Summary A and B in the Budget Book','NULL','AMOUNT',
'NULL','NUMBER','2013-05-07 00:53:50','AMOUNT_16066','NULL','22','NULL','BU25T1_HIST_PERS','Historical position counts and appropiation amounts by dept /fund/org and program','NULL','AMOUNT',
'amount','NUMBER','2013-05-07 00:53:51','AMOUNT_16434','NULL','22','NULL','BU25T1_TIF_AMOUNTS','TIF amounts listed in Budget Book appendix. Child of BU25T1_TIF_CATEGORY_TYPE.','NULL','AMOUNT',
'Amount requested','NUMBER','2013-05-07 00:54:18','AMOUNT_17185','NULL','22','NULL','FUND','Funding sources other than CDBG money that delegates agencies are using for an application','NULL','AMOUNT',
'NULL','NUMBER','2013-05-07 00:54:45','AMOUNT_17652','NULL','22','NULL','BU50T1_CDOT_CON_DEPT_PROJECTS','stores CDOT project number when different than the CPM number','NULL','AMOUNT',
'NULL','NUMBER','2013-05-07 00:54:48','AMOUNT_18539','NULL','22','NULL','BU50T1_PROJ_FUNDING_STRIPS_JN','All FMPS funding strips associated to a CPM project.','NULL','AMOUNT',
'snapshot from Mayor's Recommendation for estimated revenue"','NUMBER','2013-05-07 00:53:49','ANALYST_AMOUNT_15862','NULL','22','0','BU25T1_EST_REVENUE','Used in Detail of Revenue Estimates published in the Budget Book','NULL','ANALYST_AMOUNT',
'snapshot of Mayor's Recommendation amount"','NUMBER','2013-05-07 00:53:49','ANALYST_AMOUNT_15906','NULL','22','0','BU25T1_EST_REVENUE_PRIOR','Used for creation of Summary A and B in the Budget Book','NULL','ANALYST_AMOUNT',
'OBM analyst comment','VARCHAR2','2013-05-07 00:53:49','ANALYST_COMMENT_15797','NULL','500','NULL','BU25T1_EPROGRAM_ITEMS','program items for equipment note requests','NULL','ANALYST_COMMENT',
'OBM analyst's justification approving','VARCHAR2','2013-05-07 00:53:51','ANALYST_COMMENT_16262','NULL','500','NULL','BU25T1_PROGRAM_ITEMS','Lowest level for budget accounts. Itemizing what is in nonpersonnel accounts','NULL','ANALYST_COMMENT',
'analyst projected year end','NUMBER','2013-05-07 00:53:52','ANALYST_PRJ_YE_16643','NULL','22','NULL','BU26T1_PRELIM','Stores the preliminary yearly budget at the start of the budget cycle.','NULL','ANALYST_PRJ_YE',
'OBM analyst's recommended amount','NUMBER','2013-05-07 00:53:47','ANALYST_REC_15372','NULL','22','NULL','BU25T1_APPR_AMTS','Appropriation amounts at the account level during the budget budget process. Child of bu25t1_appr table.','NULL','ANALYST_REC',
'Analyst recommendation','NUMBER','2013-05-07 00:53:52','ANALYST_REC_16648','NULL','22','NULL','BU26T1_PRELIM','Stores the preliminary yearly budget at the start of the budget cycle.','NULL','ANALYST_REC',
'Date analyst recommendations ends','DATE','2013-05-07 00:54:19','ANALYST_REC_END_17358','NULL','7','NULL','SYSTEM_SETTINGS','Dates that system is available to users based upon their role','NULL','ANALYST_REC_END',
'Date analyst recommendations starts','DATE','2013-05-07 00:54:19','ANALYST_REC_START_17357','NULL','7','NULL','SYSTEM_SETTINGS','Dates that system is available to users based upon their role','NULL','ANALYST_REC_START',
'Account justification from the analyst','VARCHAR2','2013-05-07 00:53:52','ANL_ACCT_JUST_16649','NULL','240','NULL','BU26T1_PRELIM','Stores the preliminary yearly budget at the start of the budget cycle.','NULL','ANL_ACCT_JUST',
'Analyst position count','NUMBER','2013-05-07 00:53:52','ANL_POS_CNT_16528','NULL','22','NULL','BU26T1_APPR','Contains the prior years appropriation.','NULL','ANL_POS_CNT',
'Analyst position justification','VARCHAR2','2013-05-07 00:53:52','ANL_POS_JUST_16529','NULL','240','NULL','BU26T1_APPR','Contains the prior years appropriation.','NULL','ANL_POS_JUST',
'key field','NUMBER','2013-05-07 00:53:46','ANNOTATION_ID_15062','NULL','22','NULL','BOOK_ANNOTATION','Annotations entered into the Budget Book application by OBM staff','NULL','ANNOTATION_ID',
'annual amount','NUMBER','2013-05-07 00:53:46','ANNUAL_15055','NULL','22','NULL','BOOK_ALDERMANIC_PAYRATE','data used for creating pay schedule for aldermanic staff published in the Budget Book','NULL','ANNUAL',
'annual rate','NUMBER','2013-05-07 00:53:51','ANNUAL_16408','NULL','22','NULL','BU25T1_STEPS','Child of bu25t1_schedules. Pay rates by chedule','NULL','ANNUAL',
'computed annual salary','NUMBER','2013-05-07 00:53:51','ANNUAL_16423','NULL','22','NULL','BU25T1_STEPS_NEW','Used for applying new step increases in effect for next budget year','NULL','ANNUAL',
'not populated','NUMBER','2013-05-07 00:53:49','ANNUAL_APPR_15946','NULL','22','NULL','BU25T1_FMPS_IMPORT','Expenditure data from City Comptroller's FMPS system','NULL','ANNUAL_APPR',
'not populated','NUMBER','2013-05-07 00:53:50','ANNUAL_APPR_15958','NULL','22','NULL','BU25T1_FMPS_IMPORT_DETAIL','Expenditure raw data from City Comptroller's FMPS system','NULL','ANNUAL_APPR',
'Annual cost per square foot','NUMBER','2013-05-07 00:54:17','ANNUAL_COST_PER_SQFT_17000','NULL','22','NULL','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','ANNUAL_COST_PER_SQFT',
'Client annual income','TEXT','2013-05-07 01:04:49','Annual_Income_20371','Linked to GA_LISTDATA.DBA table','50','NULL','EPI_PERSON.DBA','Contains demographic information of registered clients','$16','Annual_Income',
'annual rent per square foot','NUMBER','2013-05-07 00:54:17','ANNUAL_RENT_PER_SQFT_16938','NULL','22','NULL','DHS_LEASE_INFORMATION','Homelessness program. If applicant leases their facility','NULL','ANNUAL_RENT_PER_SQFT',
'NULL','VARCHAR2','2013-05-07 00:54:46','ANONYMOUS_17886','NULL','1',''N'','BU50T1_FAQ','Table not used','NULL','ANONYMOUS',
'Answer to the delegates question.','CLOB','2013-05-07 00:54:18','ANSWER_17325','NULL','4000','NULL','SYSTEM_MESSAGE','Messages to be displayed on CDGA dashboard','NULL','ANSWER',
'NULL','VARCHAR2','2013-05-07 00:54:46','ANSWER_17885','NULL','1000','NULL','BU50T1_FAQ','Table not used','NULL','ANSWER',
'answer given by filer','VARCHAR2','2013-09-27 09:19:46','ANSWER_20645','NULL','255','NULL','STATEMENT_ANSWER','Attributes associated with when the answers to statements questions','NULL','ANSWER',
'Client apartment home number','TEXT','2013-05-07 01:04:49','Apartment_Num_20382','NULL','8','NULL','EPI_PERSON.DBA','Contains demographic information of registered clients','Unit 100','Apartment_Num',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17156','NULL','22','NULL','FRINGE_BENEFIT','List of fringe benefits that delegate agencies offer to their employees with calulators and determination of City share','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17182','NULL','22','NULL','FUND','Funding sources other than CDBG money that delegates agencies are using for an application','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17208','NULL','22','NULL','NON_PERSONNEL_BUDGET','Applicant's nonpersonnel budget for program they are applying for','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17223','NULL','22','NULL','OFFICE_HOURS','list of days and hours of operation for delegates','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17234','NULL','22','NULL','PERSONNEL_BUDGET','Applicant's personnel budget for program they are applying for','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17251','NULL','22','NULL','PIAD','PIAD stands for Problem','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17262','NULL','22','NULL','PREVIOUS_FUNDING','List of previous funding applicant has received for the program they are applying for','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:18','APPLICATION_17295','NULL','22','NULL','SERVICE_AREA','Applicant address that will provide services for this program','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:19','APPLICATION_17361','NULL','22','NULL','WARDS_SERVED','Adjacent wards that will be served by a delegate applications','NULL','APPLICATION',
'Foreign key to APPLICATION.ID','NUMBER','2013-05-07 00:54:19','APPLICATION_17374','NULL','22','NULL','WORK_PROGRAM','Performance measures for applicants','NULL','APPLICATION',
'Foreign key to APP_USER','NUMBER','2013-05-07 00:54:16','APPLICATION_CONTACT_USER_16696','NULL','22','NULL','APPLICATION','CDGA applications','NULL','APPLICATION_CONTACT_USER',
'Date applications end','DATE','2013-05-07 00:54:19','APPLICATION_END_17346','NULL','7','NULL','SYSTEM_SETTINGS','Dates that system is available to users based upon their role','NULL','APPLICATION_END',
'Date applications start','DATE','2013-05-07 00:54:19','APPLICATION_START_17345','NULL','7','NULL','SYSTEM_SETTINGS','Dates that system is available to users based upon their role','NULL','APPLICATION_START',
'CDGA application year','NUMBER','2013-05-07 00:54:16','APPLICATION_YEAR_16698','NULL','22','NULL','APPLICATION','CDGA applications','NULL','APPLICATION_YEAR',
'Budgeted amount appropriated','NUMBER','2013-05-07 00:54:18','APPROPRIATED_AMOUNT_17136','NULL','22','NULL','EVALUATION_FUNDING','list of evaluation ratings','NULL','APPROPRIATED_AMOUNT',
'Foreign key to APPROPRIATION table','NUMBER','2013-05-07 00:54:18','APPROPRIATION_17133','NULL','22','NULL','EVALUATION_FUNDING','list of evaluation ratings','NULL','APPROPRIATION',
'NULL','VARCHAR2','2013-05-07 00:54:44','APPROVED_17418','NULL','1',''N'','BU50T1_ADDRESSES','X coordinate low-state plane coordinates','NULL','APPROVED',
'NULL','VARCHAR2','2013-05-07 00:54:46','APPROVED_17888','NULL','1',''N'','BU50T1_FAQ','Table not used','NULL','APPROVED',
'NULL','VARCHAR2','2013-05-07 00:54:44','APPROVED_BY_17419','NULL','250','NULL','BU50T1_ADDRESSES','X coordinate low-state plane coordinates','NULL','APPROVED_BY',
'not used','VARCHAR2','2013-05-07 00:53:48','APPROVED_VACANCY_15595','NULL','1','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','APPROVED_VACANCY',
'Total appropriation amount','NUMBER','2013-05-07 00:53:52','APPR_0005_16604','NULL','22','NULL','BU26T1_PAYROLL_APPROP','Static table of current year appropriation for payroll costs.','NULL','APPR_0005',
'1 digit code to indicate budget cycle for this data','VARCHAR2','2013-05-07 00:53:49','APPR_COL_15765','NULL','2',''1'','BU25T1_EPROGRAMS','programs for equipment note','NULL','APPR_COL',
'budget cycle code','VARCHAR2','2013-05-07 00:53:49','APPR_COL_15782','NULL','2',''1'','BU25T1_EPROGRAM_ITEMS','program items for equipment note requests','NULL','APPR_COL',
'NULL','VARCHAR2','2013-05-07 00:53:50','APPR_COL_16213','NULL','2',''1'','BU25T1_PROGRAMS','Dept programs','NULL','APPR_COL',
'budget cycle','VARCHAR2','2013-05-07 00:53:51','APPR_COL_16247','NULL','2',''1'','BU25T1_PROGRAM_ITEMS','Lowest level for budget accounts. Itemizing what is in nonpersonnel accounts','NULL','APPR_COL',
'not used always 1','VARCHAR2','2013-05-07 00:53:51','APPR_COL_16345','NULL','2',''1'','BU25T1_RPROGRAMS','specific revenue sources that have been collected by Dept of Finance - revenue section','NULL','APPR_COL',
'never used always '1'','VARCHAR2','2013-05-07 00:53:51','APPR_COL_16364','NULL','2',''1'','BU25T1_RPROGRAM_ITEMS','Revenue collection from Dept of Finance - Revenue section. Itemized data.','NULL','APPR_COL',
'Compound primary key along with YEAR','VARCHAR2','2013-05-07 00:54:45','APPR_COL_17727','NULL','2','NULL','BU50T1_CPR_ENOTE','Table contains no data','NULL','APPR_COL',
'NULL','VARCHAR2','2013-05-07 00:54:47','APPR_COL_18140','NULL','2','NULL','BU50T1_PRJ_FND_STRPS_ORIG_LOAD','Table contains no data.','NULL','APPR_COL',
'NULL','VARCHAR2','2013-05-07 00:54:49','APPR_COL_18551','NULL','2','NULL','BU50T1_PROJ_FUNDING_STRIPS_JN','All FMPS funding strips associated to a CPM project.','NULL','APPR_COL',
'appropriation number','NUMBER','2013-05-07 00:54:46','APPR_NBR_17931','NULL','22','NULL','BU50T1_FMPS_EXPENDITURE_DETAIL','Table not used.','NULL','APPR_NBR',
'NULL','NUMBER','2013-05-07 00:54:46','APPR_NBR_18009','NULL','22','NULL','BU50T1_FUNDS','Contains all fund codes in the CPM system.','NULL','APPR_NBR',
'Appropriation number','NUMBER','2013-05-07 00:54:47','APPR_NBR_18109','NULL','22','NULL','BU50T1_PRJ_FND_STRPS_ORIG_LOAD','Table contains no data.','NULL','APPR_NBR',
'NULL','NUMBER','2013-05-07 00:54:49','APPR_NBR_18548','NULL','22','NULL','BU50T1_PROJ_FUNDING_STRIPS_JN','All FMPS funding strips associated to a CPM project.','NULL','APPR_NBR',
'Unique Key','NUMBER','2013-05-07 00:53:47','APPR_SEQ_15329','NULL','22','NULL','BU25T1_APPR','Level for organizational budgeting by dept number','NULL','APPR_SEQ',
'Foreign key to bu25t1_appr','NUMBER','2013-05-07 00:53:47','APPR_SEQ_15362','NULL','22','NULL','BU25T1_APPR_AMTS','Appropriation amounts at the account level during the budget budget process. Child of bu25t1_appr table.','NULL','APPR_SEQ',
'foreign key to bu25t1_appr','NUMBER','2013-05-07 00:53:49','APPR_SEQ_15807','NULL','22','NULL','BU25T1_EQUIP_AMTS','Equipment note subsystem account data with history. Child table of bu25t1_appr.','NULL','APPR_SEQ',
